Job Name,label,CompanyName,Job Type,Experience Required,JD,City,Date Posted,IT,Department,Status
 Sales Assistant Job ,,"Knysys, Pakistan", Job,1 Year Job Exp.,We are looking to hire an individual to assist team in Software Sales and Marketing.He should be able to read and write EnglishQualification should be Matric or max Intermediate,Karachi,16-Mar-22,True,IT Job,0
 Marketing Manager Job ,,"Misfalah International, Pakistan", Job,Job for Students,You are required to maintain a good company-client relationship .Apart from that you are required to maintain company records and online marketing,Lahore,16-Mar-22,False,Marketing Job,0
 Unity 3D Developer Job ,,"Kinglet Studio, Pakistan", Job,1 Year Job Exp.,"Kinglet Studio is looking for a talented Junior Unity Developer. This candidate will work with a development team, a product team, and a senior developer to create, maintain,and create a roadmap for our Unity-based projects .We are l",Islamabad,16-Mar-22,True,Computer Software Job,0
 Customer Sales Officer (CSO) Job ,,"Samaa Developers Pvt Limited, Pakistan", Job,1 Year Job Exp.,We required toung motivated and target oriented individuals for sales and customer intractions.,Bahawalpur,16-Mar-22,False,Sales Job,0
Online  Online Customer Service & Sales Executive Job ,,"R&K Trade Limited , Pakistan", Job,< 1 Year,"As an online Customer Service and sales advisor, you&#39;ll engage with customers via messages, emails and phone calls.Responsible for Sale increase, Seller accounts performance and manage online listings.R",Lahore,16-Mar-22,True,Web & E-commerce Job,0
 Graphic Designer Job ,,"The Backend Dot Solutions, Pakistan", Job,< 1 Year,"He/She has a creative flair, versatility, conceptual/visual ability and originality.He/She is able to create designs for digital and print media.He/She is able to do product photography and its editing.Person with g",Islamabad,16-Mar-22,True,Web & E-commerce Job,1
 SEO Expert Job ,,"Codeactivator, Pakistan", Job,1 Year Job Exp.,"Codeactivator in Lahore seeks an SEO Expert.We are looking for an SEO (Search Engine Optimization) Expert to lead our web marketing and analytics activities with content strategy, link building, and keyword strategy.Reviewing and ana",Lahore,16-Mar-22,False,Marketing Job,0
 Call Center Agents Job ,,"The K.A.T.Z Communications, Pakistan", Job,< 1 Year,K.A.T.Z Communications is a USA based Call center which provides professional environment to earn and learn with a rapid career growth. We are looking for a quick learner and hard-working telemarketing associate to join our growing team. It&#39;s,Lahore,16-Mar-22,False,Customer Service Job,1
 Remittance Officer Job ,,"AA Exchange Company, Pakistan", Job,< 1 Year,"Dealing with Inward and Outward RemittanceWestern Union, RIA, Money Gram and Easy PaisaDocumentation and FilingSend your CV at recruitment@aaexchange.com.pk",Haripur,16-Mar-22,False,Finance Job,0
 Executive Lubes (Technical) Job ,Hot Job,"Atlas Honda Ltd., Pakistan", Job,2 Years Job Exp.,Deals with Industrial customers for increasing industrial customer base for Atlas OilIncreases customer knowledge regarding technical aspects of different varients of OilNegotiates with customers for order and pricing,Karachi,16-Mar-22,False,Autos Job,0
 Team Lead-Call Center Job ,,"Squad International , Pakistan", Job,< 1 Year,We are looking for Male/Female experienced Team Leader for our &quot;Diabetic &amp; DME Campaigns.Candidates with relevant experience are encouraged to apply now,Karachi,15-Mar-22,False,Sales Job,1
 General Manager Sales - Cattle Feed (Wanda) Product Line Job ,,"Ghani Group of Companies, Pakistan", Job,10 Years Job Exp.,Must HaveDVM/ Masters degree in Veterinary Sciences10-15 years experience in relevant field and 5 years experience on Managerial positionBenefitsExcellen,Lahore,15-Mar-22,False,Sales Job,1
 HR Executive Job ,,"Cybexo Inc., Pakistan", Job,3 Years Job Exp.,"Cybexo, Inc. is Canada based software development firm having an office in Lahore.The company was founded in 2017, to serve a myriad of it demands required to meet the extensive expansion and operations of our clients, whilst objecti",Lahore,14-Mar-22,True,IT Job,0
 Lead Architecture Developer Job ,,"Cybexo Inc., Pakistan", Job,4 Years Job Exp.,"ResponsibilitiesActs as team leader on projects.Be part of an agile team that designs, develops, and maintains the enterprise feed systems and other related software applicationsSupport and maintain production",Lahore,14-Mar-22,True,IT Job,1
 Senior Full Stack PHP Developer Job ,,"Cybexo Inc., Pakistan", Job,4 Years Job Exp.,"Company IntroductionCybexo, Inc. is a Canada based Software development firm. The company was founded in 2017, to serve a myriad of IT demands required to meet the extensive expansion and operations of our clients, whilst o",Lahore,14-Mar-22,True,IT Job,1
Online  Android Application Developers Job ,,"1stFold, Pakistan", Job,4 Years Job Exp.,"We at 1stFold WebSolutions, with collaboration of a U.S. based Fintech startup are looking to hire 04 Android Application Developers for our branch office in Islamabad.Job Responsibilities:Be a significan",Rawalpindi,13-Mar-22,True,IT Job,1
 Wordpress/CSS Developer Job ,,"Microrage Solutions, Pakistan", Job,< 1 Year,Microrage Solution is seeking a Wordpress developer for full-time in-house position with at least 1 year of experience of core Wordpress customization and excellent HTML/CSS knowledge.,Lahore,13-Mar-22,True,Web & E-commerce Job,0
 Accounts Officer Job ,Hot Job,"Spartans Global , Pakistan", Job,< 1 Year,"&bull; ACCA \ MBA (Finance) or any other relevant degree.
&bull; Understanding and experience working in Quickbooks.
&bull; Proficient in Microsoft office especially excel.
&bull; Always stay excited and motivated.
&bull; Punc",Islamabad,13-Mar-22,True,Computer Software Job,0
 Operation Engineer Job ,,"Andpercent , Pakistan", Job,1 Year Job Exp.,"SystemsWell-Versed with web servers (Apache, Nginx, Node)Configuring servers running on Linux distribution/Windows served on cloud.Administration of servers.Resolving OS related issues and performing software updates.Resolving network related issues.",Islamabad,13-Mar-22,True,Engineering Job,0
Online  SEO Expert Job ,,"Makitox, Pakistan", Job,2 Years Job Exp.,Makitox is basically a Real Estate marketing agency that provides different services to their clients like SEO and now in the phase of international expansion.We are looking for an SEO expert having 2+ years of experience. We are pay,Islamabad,13-Mar-22,False,Marketing Job,0
 Software Engineer Job ,Gallery Job,"Catkin Engineering Sale & Services (Pvt) Ltd, Pakistan", Job,Job for Fresh Graduates,"We are a national based company situated near DHA Phase-II, Islamabad. We are looking for a passionate Software Engineer need the services of Software Engineer to run our company IT systems effiently and deligently.JD includes are:</",Islamabad,13-Mar-22,True,Computer Hardware Job,1
 Multi Player Unity Developer Job ,,"Alpha Kodez, Pakistan", Job,2 Years Job Exp.,"Alpha Kodez is looking forward to hire a Unity Multiplayer developer with best techinal, programming skills, minimum experience of 2.5 years.",Lahore,13-Mar-22,True,Computer Software Job,0
Online  Sales Officer Job ,Gallery Job,"Catkin Engineering Sale & Services (Pvt) Ltd, Pakistan", Job,< 1 Year,"We are a national based company situated near DHA Phase-II Islamabad, need the services of Sale &amp; Marketing staff to sale our Solar products in the market and surrounding areas.Other details are given below:- Candidate should be",Islamabad,13-Mar-22,False,Sales Job,1
Online  Telemarketing Executive Job ,,"Toskabooking.com , Pakistan", Job,< 1 Year,"Professional, Energetic, Hard Work, Female Staff Required for well Known Organization &#39;&#39;Toska Booking.com&#39;&#39; Attractive Salary Package &amp; Incentive Plane Office Timing 09 AM - 04 PM Drop Your CV now.",Lahore,13-Mar-22,False,Marketing Job,0
 Receptionist Job ,,"Interbrand Communications Pvt Ltd, Pakistan", Job,< 1 Year,"The business duties of a receptionist may include answering visitors&#39; enquiries about a company and its products or services, directing visitors to their destinations, sorting and handing out mail, answering incoming calls on multi-line teleph",Islamabad,13-Mar-22,False,Media Job,1
 Export Manager Job ,,"Asil Industries, Pakistan", Job,5 Years Job Exp.,Export manager with bacholer degree.Should have minimum experiance of 5 years in customer dealing.,Sialkot,13-Mar-22,False,Marketing Job,1
 Call Center Agents Job ,,"HRT Conslultants, Pakistan", Job,1 Year Job Exp.,We are hiring Calling Agents/Call Center Agents for a call center based in Cavalary Ground LahoreFresh as well as Experienced resources are encouraged to apply.US-based projectNight Shift (8 PM - 5 AM)The salary range i,Lahore,13-Mar-22,True,Telecom Job,0
 Full Stack PHP Developer Job ,,"RobustBiz, Pakistan", Job,< 1 Year,"Challenging career opportunity for Full stack PHP developer-&gt; A full stack PHP developer is required for working on in-house web applications (Online Learning portal).
Interested Candidate should send their resume now.",Rawalpindi,13-Mar-22,True,Web & E-commerce Job,1
 Car Courier / Driver Job ,Hot Job,"FedEx, Pakistan", Job,< 1 Year,"Urgent PositionFedEx needs the services of Car Courier/Rider (Heavy Courier) for its Regional Office in Lahore. Candidate having valid LTV Driving Licence, FA minimum qualification, age not more then 30 years, basic computer knowledge are t",Lahore,13-Mar-22,False,Admin Job,0
 PHP And Mob Developer  Job ,Hot Job,"SG Allied Businesses Ltd, Pakistan", Job,3 Years Job Exp.,"We are looking for a PHP programmer &amp; Mobile developer. Incumbent must have worked on large scale portals / CMS using PHP frameworks.
Must have good understanding of database systems and should be able to optimize complex queries.
Incu",Karachi,13-Mar-22,True,Computer Software Job,1
 Juniors Tax Consultants (Karachi) Job ,,"Vetz Pharmaceuticals, Pakistan", Job,< 1 Year,RA is looking for multiple positions in Tax department of the firm. The particulars of the position are as followsPosition: &ndash; Junior Tax Consultants No of position (08)Required Experience: 3-6 months of experience in Accounts/T,Karachi,13-Mar-22,False,Finance Job,0
 Sr. Front End Developer (REACT) Job ,,"Mobylogix Pvt. Ltd., Pakistan", Job,4 Years Job Exp.,"We are looking for an experienced top-notch Front end developer to grow with our dev team. As a React.js Developer, you will be involved from conception to completion with projects that are technologically sound and aesthetically impressive.<p",Lahore,13-Mar-22,True,IT Job,0
 Sr. Django Developer Job ,,"Mobylogix Pvt. Ltd., Pakistan", Job,4 Years Job Exp.,"Mobylogis is looking for Sr. Python developer who can develop cloud-based Python Django software products.Location: Joher town, LahoreExperience: 3-5 yearsAbout us:Mobylogix is Europe based Company. If you are",Lahore,13-Mar-22,True,IT Job,1
 Marketing Officer Job ,,"Dot Print (Pvt) Ltd., Pakistan", Job,2 Years Job Exp.,1. Respond Client queries through emails.2. Prepare on going order summaries.3. Assist director marketing in day to day activities.4. Visit clients and markets.5. Followup with production and planning departments for on,Lahore,13-Mar-22,False,Marketing Job,0
Online  HR Assistant  Job ,,"Develo Communications, Pakistan", Job,< 1 Year,We are looking for an HR manager to oversee all aspects of human resources practices and processes.ResponsibilitiesDevelop and implement HR strategies and initiatives aligned with the overall business strategyBridge management,Rawalpindi,13-Mar-22,False,Customer Service Job,1
 Call Center Floor Manager  Job ,,"Squad International , Pakistan", Job,< 1 Year,We are looking for Male/Female experienced floor manager for out &quot;Diabetic &amp; DME Campaigns.Candidates with relevant experience are encouraged to apply!,Karachi,12-Mar-22,False,Sales Job,0
