Experience Required,JD,Job Name
1 Year Job Exp.,"The applicant should have 1 to 2 year of visiting the companies, able to generate electrical orders specially for Switchgears, Panels, cable trays and DBs.",Online  Marketing Officer Job 
< 1 Year,"We are looking for Senior and Junior codeigniter Developers, who has sound knowledge of codeigniter websites development. 0-1 year experience in codeigniter and MySQL development. Solid development experience in Mobile application API (backend) an", PHP/ Codeigniter Developer Job 
< 1 Year,"To identify new sales opportunities.
Generating new leads.
Maintains a list of potential leads and follow-ups with those clients by making subsequent sales pitches.
Cold calling prospective clients, arranging face to face meetings and", Business Development Executive Job 
< 1 Year,"Requirements: PHP, JAVASCRIPT, HTML, CSS and shoud be able to solve problems.Good knowledge of web development.", Full Stack Developer Job 
< 1 Year,"We need a WordPress Front End Designer and CMS Developer having expertise in HTML, CSS, UI/UX, and Theme Customization. He/She should be fully aware of the WordPress CMS, Plugins, Themes and Photoshop.", Wordpress Designer / Developer Job 
Job for Fresh Graduates,"Opportunity to learn Social Media Marketing, App Store optimization, Tele Marketing, blogging and Email MarketingPerson with good communication skills (Writing, and verbal )Fresh Graduates are encouraged to apply Edu", Intern Content Writer & FALSE 
4 Years Job Exp.,You&#39;ll help improve the overall experience of our product through improving the quality of the Frontend featuresYou&rsquo;ll be building responsive mobile first front-end features from ground up.You&rsquo;ll help identif, Senior Front End Developer Job 
1 Year Job Exp.,&middot; Deliver highly scale able and reliable production ready code&middot; Responsible for designing and developing IOS apps&middot; Ensure timely completion of tasks with top quality output and enthusiastic approach&middot, IOS Developer Job 
5 Years Job Exp.,"Deliver promotional presentations to current or prospective customers.Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service.Contact cur", Telemarketing/TeleFALSE 
2 Years Job Exp.,"LOCATION: KARACHI, PAKISTANRequirement Phase:
- Gathering Requirement and Requirement Documentation
- Addressing client needs.
- Requirement Validation
- elicit requirements extensively with internal", Business Analyst Job 
2 Years Job Exp.,"Ignite Solutions is fast-growing highly reputed SaaS product development company that specializes in mobile applications, enterprise software and web development managed by an experienced team and serving clients globally, Ignite Solutions is seek", Software Quality Assurance (SQA) Analyst Job 
2 Years Job Exp.,"Hiring [ Office-Based ] passionate individuals who think beyond 9 to 5 work. Who are devoted to themselves, being positive ad honest with work.
We are looking for  Android Developers with 2 years of experience and must be exper", Android Developer Job 
1 Year Job Exp.,"Designing and developing advanced applications for the Android platformUnit-testing code for robustness, including edge cases, usability, and general reliabilityBug fixing and improving application performance", Android Developer Job 
3 Years Job Exp.,"WanTech Solutions looking for Senior PHP Developer who is comfortable working on various PHP frameworks like Laravel, Codeignitor etc. to build new applications, troubleshoot and improve current applications and processes.Req", Senior PHP Developer Job 
2 Years Job Exp.,"SEO / SEM /PPC EXPERTLooking for experienced SEO expert for ecommerce websites. The selected candidate must have a good knowledge of SEO, both on the page and off the page, organic, Social Media etc. The candidate will be responsible for ma", Web Developer/ SEO Specialist/ Digital Marketing Expert Job 
3 Years Job Exp.,We are looking for an Android Developer who possesses a deeply ingrained passion for pushing mobile technologies to its limits and takes pride in the code he/she writes.You will be working with our team of talented engineers to desig, Android Developers (Only 3-5 Years Experience) Job 
2 Years Job Exp.,"We are looking for &quot;Graphic Designer&quot; creativity and be well versed at using the Adobe Suite particularly Photoshop, Illustrator and In design.The selected candidate will have the following responsibilities:&bull; De", Apps Graphics Designer  Job 
2 Years Job Exp.,"Smart Startup Solutions is looking for a creative graphic designer. Job responsibilities include creating Logos, Website Layouts, Facebook Post or Social Media Pages. Ideal candidate should have experience in developing new design concept and grap"," Graphic Designer - Website Layouts, Social Media Pages & Logo Design Job "
2 Years Job Exp.,We are Looking Experienced Wordpres and PHP Developer to join our existing Web Development Team. The candidates must have sufficient experience in PHP and WordPress., Experienced Wordpres And PHP Developer Job 
1 Year Job Exp.,"The Web Developer will be responsible for developing websites. Utilizing in-depth PHP and MySQL skills.
Developer is mainly accountable for the layout, design and coding of a particular website precisely in PHP Codeigniter format.<p", Codeigniter Developer - PHP Job 
< 1 Year,"We are a national based company situated near DHA Phase-II Islamabad, need the services of DAE (Mechanical / Electrical) of Local residants for long term. Other details given below:- Candidate should be DAE (Mechanical/ Electrical) complete", DAE ( Mechanical / Electrical) Job 
1 Year Job Exp.,We are looking for Graphics Designer for designing games graphics.We are working on developing games and apps for different platforms.We need a good graphics designer who can design different chractors and interface design for games and apps.<, Game Graphics Designer Job 
1 Year Job Exp.,"We are seeking a developer responsible for building Hyper-Casual games and Animated Apps for various target platforms based on the Unity framework. Your primary responsibilities will be to implement game functionality translating design ideas, con", Unity Developer Job 
2 Years Job Exp.,"We are looking for an App Store Optimization Specialist.
&bull; Setup an ASO (App Store Optimization) strategy to optimize and improve Apps discover ability in Google Play and App Store and improve Apps conversion rates.
&bull; Anal", ASO (APP Store Optimisation Expert) Job 
